Date,Match name,Map,Winner,Winner race,Loser,Loser race
2020-10-26,Hive Workshop Cup/2/Open Qualifier 1#ID9_Sonik_vs_MisterWinner_on_Talonrift_Coast_in_Quarterfinals_Map_2,Talonrift Coast,Sonik,n,MisterWinner,h
2020-10-26,Hive Workshop Cup/2/Open Qualifier 1#ID9_Sonik_vs_MisterWinner_on_Tortoise_Haven_in_Quarterfinals_Map_1,Tidehunters,MisterWinner,h,Sonik,n
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID10_pcg_123_vs_Ark_on_Northern_Isles_in_GS1_Group_A_Losers'_Round_2_Map_2,Northern Isles,Pcg 123,u,Ark,n
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID10_pcg_123_vs_Ark_on_Turtle_Rock_in_GS1_Group_A_Losers'_Round_2_Map_1,Turtle Rock,Pcg 123,u,Ark,n
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID11_Passion_vs_无道oc_on_Concealed_Hill_in_GS1_Group_A_Losers'_Round_2_Map_2,Concealed Hill,无道oc,o,Passion,n
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID11_Passion_vs_无道oc_on_Northern_Isles_in_GS1_Group_A_Losers'_Round_2_Map_1,Northern Isles,无道oc,o,Passion,n
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID15_Fast_vs_Bike_on_Amazonia_in_GS1_Group_B_Quarterfinals_Map_1,Amazonia,Fast,o,Bike,h
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID15_Fast_vs_Bike_on_Echo_Isles_in_GS1_Group_B_Quarterfinals_Map_2,Echo Isles,Fast,o,Bike,h
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID17_ThundeR_vs_tbc_bm_on_Concealed_Hill_in_GS1_Group_B_Quarterfinals_Map_2,Concealed Hill,Tbc bm,u,ThundeR,h
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID17_ThundeR_vs_tbc_bm_on_Last_Refuge_in_GS1_Group_B_Quarterfinals_Map_3,Last Refuge,ThundeR,h,Tbc bm,u
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID17_ThundeR_vs_tbc_bm_on_Northern_Isles_in_GS1_Group_B_Quarterfinals_Map_1,Northern Isles,ThundeR,h,Tbc bm,u
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID18_行云影月_vs_Fast_on_Last_Refuge_in_GS1_Group_B_Semifinals_Map_1,Last Refuge,Fast,o,行云影月,n
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID18_行云影月_vs_Fast_on_Northern_Isles_in_GS1_Group_B_Semifinals_Map_2,Northern Isles,Fast,o,行云影月,n
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID19_Fortitude_vs_ThundeR_on_Concealed_Hill_in_GS1_Group_B_Semifinals_Map_1,Concealed Hill,Fortitude,h,ThundeR,h
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID19_Fortitude_vs_ThundeR_on_Echo_Isles_in_GS1_Group_B_Semifinals_Map_2,Echo Isles,ThundeR,h,Fortitude,h
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID19_Fortitude_vs_ThundeR_on_Northern_Isles_in_GS1_Group_B_Semifinals_Map_3,Northern Isles,Fortitude,h,ThundeR,h
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID1_Colorful_vs_Ark_on_Amazonia_in_GS1_Group_A_Quarterfinals_Map_1,Amazonia,Colorful,n,Ark,n
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID1_Colorful_vs_Ark_on_Last_Refuge_in_GS1_Group_A_Quarterfinals_Map_2,Last Refuge,Colorful,n,Ark,n
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID23_ThundeR_vs_Bike_on_Concealed_Hill_in_GS1_Group_B_Losers'_Round_2_Map_1,Concealed Hill,Bike,h,ThundeR,h
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID23_ThundeR_vs_Bike_on_Northern_Isles_in_GS1_Group_B_Losers'_Round_2_Map_2,Northern Isles,ThundeR,h,Bike,h
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID23_ThundeR_vs_Bike_on_Terenas_Stand_LV_in_GS1_Group_B_Losers'_Round_2_Map_3,Terenas Stand LV,ThundeR,h,Bike,h
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID24_行云影月_vs_tbc_bm_on_Concealed_Hill_in_GS1_Group_B_Losers'_Round_2_Map_2,Concealed Hill,Tbc bm,u,行云影月,n
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID24_行云影月_vs_tbc_bm_on_Northern_Isles_in_GS1_Group_B_Losers'_Round_2_Map_1,Northern Isles,Tbc bm,u,行云影月,n
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID2_淹死的Fish_vs_Passion_on_Northern_Isles_in_GS1_Group_A_Quarterfinals_Map_2,Northern Isles,Passion,n,淹死的Fish,h
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID2_淹死的Fish_vs_Passion_on_Turtle_Rock_in_GS1_Group_A_Quarterfinals_Map_1,Turtle Rock,Passion,n,淹死的Fish,h
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID3_pcg_123_vs_无道oc_on_Concealed_Hill_in_GS1_Group_A_Quarterfinals_Map_1,Concealed Hill,Pcg 123,u,无道oc,o
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID3_pcg_123_vs_无道oc_on_Northern_Isles_in_GS1_Group_A_Quarterfinals_Map_2,Northern Isles,Pcg 123,u,无道oc,o
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID4_Mango_vs_Decadent_God_on_Concealed_Hill_in_GS1_Group_A_Quarterfinals_Map_2,Concealed Hill,Mango,u,Decadent God,o
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID4_Mango_vs_Decadent_God_on_Northern_Isles_in_GS1_Group_A_Quarterfinals_Map_1,Northern Isles,Mango,u,Decadent God,o
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID5_Colorful_vs_Passion_on_Amazonia_in_GS1_Group_A_Semifinals_Map_2,Amazonia,Colorful,n,Passion,n
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID5_Colorful_vs_Passion_on_Concealed_Hill_in_GS1_Group_A_Semifinals_Map_1,Concealed Hill,Passion,n,Colorful,n
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID5_Colorful_vs_Passion_on_Last_Refuge_in_GS1_Group_A_Semifinals_Map_3,Last Refuge,Colorful,n,Passion,n
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID6_pcg_123_vs_Mango_on_Concealed_Hill_in_GS1_Group_A_Semifinals_Map_3,Concealed Hill,Mango,u,Pcg 123,u
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID6_pcg_123_vs_Mango_on_Echo_Isles_in_GS1_Group_A_Semifinals_Map_1,Echo Isles,Mango,u,Pcg 123,o
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID6_pcg_123_vs_Mango_on_Northern_Isles_in_GS1_Group_A_Semifinals_Map_2,Northern Isles,Pcg 123,u,Mango,u
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID8_Ark_vs_淹死的Fish_on_Concealed_Hill_in_GS1_Group_A_Losers'_Round_1_Map_2,Concealed Hill,Ark,n,淹死的Fish,h
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID8_Ark_vs_淹死的Fish_on_Turtle_Rock_in_GS1_Group_A_Losers'_Round_1_Map_1,Turtle Rock,Ark,n,淹死的Fish,h
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID9_无道oc_vs_Decadent_God_on_Northern_Isles_in_GS1_Group_A_Losers'_Round_1_Map_1,Northern Isles,无道oc,o,Decadent God,o
2020-10-26,Warcraft Gold League/2020/Winter/Oct Open#ID9_无道oc_vs_Decadent_God_on_Terenas_Stand_LV_in_GS1_Group_A_Losers'_Round_1_Map_2,Terenas Stand LV,无道oc,o,Decadent God,o
2020-10-26,Washed Up League/Season 3/Division 1#ID6_Deuce_vs_Soulglider_on_Northern_Isles_in_Regular_season_Week_2_Map_1,Northern Isles,Deuce,u,Soulglider,h
2020-10-26,Washed Up League/Season 3/Division 1#ID6_Deuce_vs_Soulglider_on_Terenas_Stand_LV_in_Regular_season_Week_2_Map_2,Terenas Stand LV,Deuce,u,Soulglider,h
2020-10-27,ESL Open Cup/39#ID10_Sonik_vs_Dragonborn_BR_on_Amazonia_in_Round_of_16_Map_1,Amazonia,Sonik,n,Dragonborn BR,n
2020-10-27,ESL Open Cup/39#ID11_Inspired_vs_Deny_on_Last_Refuge_in_Round_of_16_Map_1,Last Refuge,Deny,h,Inspired,h
2020-10-27,ESL Open Cup/39#ID12_MisterWinner_vs_PteN_on_Last_Refuge_in_Round_of_16_Map_1,Last Refuge,MisterWinner,h,PteN,o
2020-10-27,ESL Open Cup/39#ID13_RichApM_vs_HawK_on_Northern_Isles_in_Round_of_16_Map_1,Northern Isles,HawK,h,RichApM,u
2020-10-27,ESL Open Cup/39#ID14_Happy_vs_Ghooozi_on_Last_Refuge_in_Quarterfinals_Map_1,Last Refuge,Happy,u,Ghooozi,n
2020-10-27,ESL Open Cup/39#ID14_Happy_vs_Ghooozi_on_Twisted_Meadows_in_Quarterfinals_Map_2,Twisted Meadows,Happy,u,Ghooozi,n
2020-10-27,ESL Open Cup/39#ID15_Vitichka_vs_NoV_on_Last_Refuge_in_Quarterfinals_Map_2,Last Refuge,NoV,o,Vitichka,n
2020-10-27,ESL Open Cup/39#ID15_Vitichka_vs_NoV_on_Twisted_Meadows_in_Quarterfinals_Map_1,Twisted Meadows,NoV,o,Vitichka,n
2020-10-27,ESL Open Cup/39#ID16_Sonik_vs_Deny_on_Amazonia_in_Quarterfinals_Map_2,Amazonia,Sonik,n,Deny,h
2020-10-27,ESL Open Cup/39#ID16_Sonik_vs_Deny_on_Last_Refuge_in_Quarterfinals_Map_1,Last Refuge,Sonik,n,Deny,h
2020-10-27,ESL Open Cup/39#ID17_MisterWinner_vs_HawK_on_Amazonia_in_Quarterfinals_Map_1,Amazonia,HawK,h,MisterWinner,h
2020-10-27,ESL Open Cup/39#ID17_MisterWinner_vs_HawK_on_Last_Refuge_in_Quarterfinals_Map_2,Last Refuge,HawK,h,MisterWinner,h
2020-10-27,ESL Open Cup/39#ID18_Happy_vs_NoV_on_Concealed_Hill_in_Semifinals_Map_2,Concealed Hill,Happy,u,NoV,o
2020-10-27,ESL Open Cup/39#ID18_Happy_vs_NoV_on_Northern_Isles_in_Semifinals_Map_1,Northern Isles,Happy,u,NoV,o
2020-10-27,ESL Open Cup/39#ID19_Sonik_vs_HawK_on_Concealed_Hill_in_Semifinals_Map_1,Concealed Hill,HawK,h,Sonik,n
2020-10-27,ESL Open Cup/39#ID19_Sonik_vs_HawK_on_Northern_Isles_in_Semifinals_Map_2,Northern Isles,HawK,h,Sonik,n
2020-10-27,ESL Open Cup/39#ID1_Chiko_vs_lilyal_on_Northern_Isles_in_Round_of_32_Map_1,Northern Isles,Chiko,o,Lilyal,u
2020-10-27,ESL Open Cup/39#ID20_Happy_vs_HawK_on_Amazonia_in_Finals_Map_4,Amazonia,Happy,u,HawK,h
2020-10-27,ESL Open Cup/39#ID20_Happy_vs_HawK_on_Concealed_Hill_in_Finals_Map_5,Concealed Hill,Happy,u,HawK,h
2020-10-27,ESL Open Cup/39#ID20_Happy_vs_HawK_on_Echo_Isles_in_Finals_Map_2,Echo Isles,HawK,h,Happy,u
2020-10-27,ESL Open Cup/39#ID20_Happy_vs_HawK_on_Last_Refuge_in_Finals_Map_3,Last Refuge,HawK,h,Happy,u
2020-10-27,ESL Open Cup/39#ID20_Happy_vs_HawK_on_Northern_Isles_in_Finals_Map_1,Northern Isles,Happy,u,HawK,h
2020-10-27,ESL Open Cup/39#ID4_NoobDestroer_vs_Dragonborn_BR_on_Northern_Isles_in_Round_of_32_Map_1,Northern Isles,Dragonborn BR,n,NoobDestroer,h
2020-10-27,ESL Open Cup/39#ID5_RichApM_vs_MatsuYama_on_Concealed_Hill_in_Round_of_32_Map_1,Concealed Hill,RichApM,u,MatsuYama,h
2020-10-27,ESL Open Cup/39#ID6_Happy_vs_Chiko_on_Northern_Isles_in_Round_of_16_Map_1,Northern Isles,Happy,u,Chiko,o
2020-10-27,ESL Open Cup/39#ID7_Ghooozi_vs_Loiu_on_Echo_Isles_in_Round_of_16_Map_1,Echo Isles,Ghooozi,n,Loiu,o
2020-10-27,ESL Open Cup/39#ID9_Singroso_vs_NoV_on_Concealed_Hill_in_Round_of_16_Map_1,Concealed Hill,NoV,o,Singroso,h
2020-10-27,ESL Pro Series Germany/2020/Season 2#ID13_Edo_vs_EnTe_on_Amazonia_in_Group_A_Week_5_Map_2,Amazonia,EnTe,u,Edo,u
2020-10-27,ESL Pro Series Germany/2020/Season 2#ID13_Edo_vs_EnTe_on_Northern_Isles_in_Group_A_Week_5_Map_1,Northern Isles,EnTe,u,Edo,u
2020-10-27,ESL Pro Series Germany/2020/Season 2#ID14_Rigety_vs_XlorD_on_Amazonia_in_Group_A_Week_5_Map_2,Amazonia,XlorD,u,Rigety,o
2020-10-27,ESL Pro Series Germany/2020/Season 2#ID14_Rigety_vs_XlorD_on_Twisted_Meadows_in_Group_A_Week_5_Map_1,Twisted Meadows,XlorD,u,Rigety,o
2020-10-27,ESL Pro Series Germany/2020/Season 2#ID15_Kevin_vs_ToM_on_Concealed_Hill_in_Group_A_Week_5_Map_2,Concealed Hill,ToM,o,Kevin,n
2020-10-27,ESL Pro Series Germany/2020/Season 2#ID15_Kevin_vs_ToM_on_Echo_Isles_in_Group_A_Week_5_Map_3,Echo Isles,ToM,o,Kevin,n
2020-10-27,ESL Pro Series Germany/2020/Season 2#ID15_Kevin_vs_ToM_on_Northern_Isles_in_Group_A_Week_5_Map_1,Northern Isles,Kevin,n,ToM,o
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID28_Sini_vs_Bzddd_on_Concealed_Hill_in_GS1_Group_C_Quarterfinals_Map_1,Concealed Hill,Sini,o,Bzddd,n
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID28_Sini_vs_Bzddd_on_Echo_Isles_in_GS1_Group_C_Quarterfinals_Map_2,Echo Isles,Sini,o,Bzddd,n
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID29_Yumiko_vs_Bug_on_Last_Refuge_in_GS1_Group_C_Quarterfinals_Map_2,Last Refuge,Bug,o,Yumiko,o
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID29_Yumiko_vs_Bug_on_Northern_Isles_in_GS1_Group_C_Quarterfinals_Map_3,Northern Isles,Yumiko,u,Bug,o
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID29_Yumiko_vs_Bug_on_Turtle_Rock_in_GS1_Group_C_Quarterfinals_Map_1,Turtle Rock,Yumiko,u,Bug,o
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID31_珊珊的猫_vs_Sini_on_Amazonia_in_GS1_Group_C_Semifinals_Map_1,Amazonia,Sini,n,珊珊的猫,o
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID31_珊珊的猫_vs_Sini_on_Last_Refuge_in_GS1_Group_C_Semifinals_Map_2,Last Refuge,Sini,n,珊珊的猫,o
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID32_Yumiko_vs_Zhou_Xixi_on_Concealed_Hill_in_GS1_Group_C_Semifinals_Map_2,Concealed Hill,Zhou Xixi,n,Yumiko,h
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID32_Yumiko_vs_Zhou_Xixi_on_Echo_Isles_in_GS1_Group_C_Semifinals_Map_3,Echo Isles,Zhou Xixi,n,Yumiko,h
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID32_Yumiko_vs_Zhou_Xixi_on_Turtle_Rock_in_GS1_Group_C_Semifinals_Map_1,Turtle Rock,Yumiko,h,Zhou Xixi,n
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID34_15sui_vs_Bzddd_on_Amazonia_in_GS1_Group_C_Losers'_Round_1_Map_2,Amazonia,15sui,h,Bzddd,n
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID34_15sui_vs_Bzddd_on_Concealed_Hill_in_GS1_Group_C_Losers'_Round_1_Map_1,Concealed Hill,15sui,h,Bzddd,n
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID36_Yumiko_vs_15sui_on_Northern_Isles_in_GS1_Group_C_Losers'_Round_2_Map_1,Northern Isles,Yumiko,u,15sui,u
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID36_Yumiko_vs_15sui_on_Turtle_Rock_in_GS1_Group_C_Losers'_Round_2_Map_2,Turtle Rock,Yumiko,u,15sui,u
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID37_珊珊的猫_vs_Bug_on_Last_Refuge_in_GS1_Group_C_Losers'_Round_2_Map_1,Last Refuge,Bug,o,珊珊的猫,o
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID37_珊珊的猫_vs_Bug_on_Northern_Isles_in_GS1_Group_C_Losers'_Round_2_Map_2,Northern Isles,Bug,o,珊珊的猫,o
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID40_Lin_Guagua_vs_Anxi_on_Echo_Isles_in_GS1_Group_D_Quarterfinals_Map_2,Echo Isles,Lin Guagua,o,Anxi,u
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID40_Lin_Guagua_vs_Anxi_on_Terenas_Stand_LV_in_GS1_Group_D_Quarterfinals_Map_1,Terenas Stand LV,Lin Guagua,o,Anxi,u
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID41_Bido_vs_Alice_on_Last_Refuge_in_GS1_Group_D_Quarterfinals_Map_1,Last Refuge,Bido,h,Alice,n
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID41_Bido_vs_Alice_on_Terenas_Stand_LV_in_GS1_Group_D_Quarterfinals_Map_2,Terenas Stand LV,Bido,h,Alice,n
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID42_ice_orc_vs_世界尽头_on_Last_Refuge_in_GS1_Group_D_Quarterfinals_Map_1,Last Refuge,Ice orc,o,世界尽头,n
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID42_ice_orc_vs_世界尽头_on_Northern_Isles_in_GS1_Group_D_Quarterfinals_Map_2,Northern Isles,Ice orc,o,世界尽头,n
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID43_GoaL_vs_舜天战斗_on_Amazonia_in_GS1_Group_D_Quarterfinals_Map_2,Amazonia,GoaL,u,舜天战斗,n
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID43_GoaL_vs_舜天战斗_on_Last_Refuge_in_GS1_Group_D_Quarterfinals_Map_1,Last Refuge,GoaL,u,舜天战斗,n
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID44_Lin_Guagua_vs_Bido_on_Concealed_Hill_in_GS1_Group_D_Semifinals_Map_1,Concealed Hill,Lin Guagua,o,Bido,h
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID44_Lin_Guagua_vs_Bido_on_Northern_Isles_in_GS1_Group_D_Semifinals_Map_2,Northern Isles,Lin Guagua,o,Bido,h
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID45_ice_orc_vs_GoaL_on_Concealed_Hill_in_GS1_Group_D_Semifinals_Map_1,Concealed Hill,Ice orc,o,GoaL,u
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID45_ice_orc_vs_GoaL_on_Last_Refuge_in_GS1_Group_D_Semifinals_Map_2,Last Refuge,Ice orc,o,GoaL,u
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID47_Anxi_vs_Alice_on_Echo_Isles_in_GS1_Group_D_Losers'_Round_1_Map_1,Echo Isles,Alice,n,Anxi,u
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID47_Anxi_vs_Alice_on_Last_Refuge_in_GS1_Group_D_Losers'_Round_1_Map_2,Last Refuge,Alice,n,Anxi,u
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID48_世界尽头_vs_舜天战斗_on_Echo_Isles_in_GS1_Group_D_Losers'_Round_1_Map_2,Echo Isles,舜天战斗,n,世界尽头,n
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID48_世界尽头_vs_舜天战斗_on_Northern_Isles_in_GS1_Group_D_Losers'_Round_1_Map_1,Northern Isles,舜天战斗,n,世界尽头,n
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID49_GoaL_vs_Alice_on_Northern_Isles_in_GS1_Group_D_Losers'_Round_2_Map_2,Northern Isles,Alice,n,GoaL,u
2020-10-27,Warcraft Gold League/2020/Winter/Oct Open#ID49_GoaL_vs_Alice_on_Turtle_Rock_in_GS1_Group_D_Losers'_Round_2_Map_1,Turtle Rock,Alice,n,GoaL,u
2020-10-27,Washed Up League/Season 3/Division 2#ID14_HartCrane_vs_Sooo_Unreal_on_Concealed_Hill_in_Regular_season_Week_4_Map_3,Concealed Hill,Sooo Unreal,h,HartCrane,o
2020-10-27,Washed Up League/Season 3/Division 2#ID14_HartCrane_vs_Sooo_Unreal_on_Last_Refuge_in_Regular_season_Week_4_Map_2,Last Refuge,Sooo Unreal,h,HartCrane,o
2020-10-27,Washed Up League/Season 3/Division 2#ID14_HartCrane_vs_Sooo_Unreal_on_Northern_Isles_in_Regular_season_Week_4_Map_1,Northern Isles,HartCrane,o,Sooo Unreal,h
2020-10-28,ESL Pro Series Germany/2020/Season 2#ID43_SpoKi_vs_JokeRn_on_Concealed_Hill_in_Group_B_Week_5_Map_2,Concealed Hill,SpoKi,h,JokeRn,n
2020-10-28,ESL Pro Series Germany/2020/Season 2#ID43_SpoKi_vs_JokeRn_on_Echo_Isles_in_Group_B_Week_5_Map_1,Echo Isles,JokeRn,n,SpoKi,h
2020-10-28,ESL Pro Series Germany/2020/Season 2#ID43_SpoKi_vs_JokeRn_on_Northern_Isles_in_Group_B_Week_5_Map_3,Northern Isles,JokeRn,n,SpoKi,n
2020-10-28,ESL Pro Series Germany/2020/Season 2#ID44_ToD_vs_RaGsen_on_Concealed_Hill_in_Group_B_Week_5_Map_2,Concealed Hill,ToD,h,RaGsen,o
2020-10-28,ESL Pro Series Germany/2020/Season 2#ID44_ToD_vs_RaGsen_on_Last_Refuge_in_Group_B_Week_5_Map_1,Last Refuge,ToD,h,RaGsen,o
2020-10-28,ESL Pro Series Germany/2020/Season 2#ID45_LongWalk_vs_WaN_on_Amazonia_in_Group_B_Week_5_Map_1,Amazonia,LongWalk,n,WaN,u
2020-10-28,ESL Pro Series Germany/2020/Season 2#ID45_LongWalk_vs_WaN_on_Concealed_Hill_in_Group_B_Week_5_Map_3,Concealed Hill,WaN,u,LongWalk,n
2020-10-28,ESL Pro Series Germany/2020/Season 2#ID45_LongWalk_vs_WaN_on_Last_Refuge_in_Group_B_Week_5_Map_2,Last Refuge,WaN,u,LongWalk,n
2020-10-28,FIGHTCLUB/2#ID1_Helbisch_vs_Tak3r_on_Amazonia_in_Showmatch_Map_1,Amazonia,Tak3r,o,Helbisch,u
2020-10-28,FIGHTCLUB/2#ID1_Helbisch_vs_Tak3r_on_Concealed_Hill_in_Showmatch_Map_6,Concealed Hill,Helbisch,u,Tak3r,o
2020-10-28,FIGHTCLUB/2#ID1_Helbisch_vs_Tak3r_on_Echo_Isles_in_Showmatch_Map_2,Echo Isles,Helbisch,u,Tak3r,o
2020-10-28,FIGHTCLUB/2#ID1_Helbisch_vs_Tak3r_on_Last_Refuge_in_Showmatch_Map_4,Last Refuge,Helbisch,u,Tak3r,o
2020-10-28,FIGHTCLUB/2#ID1_Helbisch_vs_Tak3r_on_Northern_Isles_in_Showmatch_Map_3,Northern Isles,Tak3r,o,Helbisch,u
2020-10-28,FIGHTCLUB/2#ID1_Helbisch_vs_Tak3r_on_Terenas_Stand_LV_in_Showmatch_Map_5,Terenas Stand LV,Helbisch,u,Tak3r,o
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID17_MisterWinner_vs_JadeDark_on_Turtle_Rock_in_Round_of_16_Map_1,Turtle Rock,MisterWinner,h,JadeDark,n
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID1_MisterWinner_vs_ManicTwig_on_Terenas_Stand_LV_in_Round_of_32_Map_1,Terenas Stand LV,MisterWinner,h,ManicTwig,o
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID21_Gonz_vs_Flopoks_on_Concealed_Hill_in_Round_of_16_Map_1,Concealed Hill,Gonz,n,Flopoks,u
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID25_MisterWinner_vs_atheistP_on_Amazonia_in_Quarterfinals_Map_1,Amazonia,MisterWinner,h,AtheistP,h
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID25_MisterWinner_vs_atheistP_on_Echo_Isles_in_Quarterfinals_Map_3,Echo Isles,AtheistP,h,MisterWinner,h
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID25_MisterWinner_vs_atheistP_on_Last_Refuge_in_Quarterfinals_Map_2,Last Refuge,AtheistP,h,MisterWinner,h
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID27_Gonz_vs_Arma_on_Amazonia_in_Quarterfinals_Map_1,Amazonia,Gonz,n,Arma,o
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID27_Gonz_vs_Arma_on_Concealed_Hill_in_Quarterfinals_Map_2,Concealed Hill,Arma,o,Gonz,n
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID27_Gonz_vs_Arma_on_Last_Refuge_in_Quarterfinals_Map_3,Last Refuge,Arma,o,Gonz,n
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID29_atheistP_vs_FpXy_on_Amazonia_in_Semifinals_Map_1,Amazonia,FpXy,n,AtheistP,h
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID29_atheistP_vs_FpXy_on_Northern_Isles_in_Semifinals_Map_2,Northern Isles,FpXy,n,AtheistP,h
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID30_Arma_vs_DwC_on_Amazonia_in_Semifinals_Map_1,Amazonia,Arma,o,DwC,n
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID30_Arma_vs_DwC_on_Northern_Isles_in_Semifinals_Map_2,Northern Isles,Arma,o,DwC,n
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID31_FpXy_vs_Arma_on_Amazonia_in_Finals_Map_1,Amazonia,Arma,o,FpXy,n
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID31_FpXy_vs_Arma_on_Concealed_Hill_in_Finals_Map_4,Concealed Hill,Arma,o,FpXy,n
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID31_FpXy_vs_Arma_on_Echo_Isles_in_Finals_Map_2,Echo Isles,FpXy,n,Arma,o
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID31_FpXy_vs_Arma_on_Last_Refuge_in_Finals_Map_3,Last Refuge,Arma,o,FpXy,n
2020-10-28,SCILL Play WC3:Reforged Silver Open Cup/4#ID5_Celebrate_vs_x3-DemoN_on_Turtle_Rock_in_Round_of_32_Map_1,Turtle Rock,Celebrate,o,X3-DemoN,h
